created_at,tweet_txt,sentiment_analysis 
2019-04-19 14:43:41,b'Making Our Cities Smarter \n#SmartCities #Dharavi #Mumbai #pollution #GDP #Urban\n#smartcitiesmission #Narendramodi\xe2\x80\xa6 https://t.co/GQjoyD61iR',Nuetral
2019-04-19 14:43:35,b'It\xe2\x80\x99s a mug\xe2\x80\x99s game whether we like or not \n#RafaleDeal #RafaleScam #rafalereview #Rafalejets #rafalejoltfornda\xe2\x80\xa6 https://t.co/tOpUq6793H',Negative
2019-04-19 14:42:55,b'Personality cult is anti-democratic\n#Personality #cult #antidemocratic #NarendraModi #Election #PMModi #polluted\xe2\x80\xa6 https://t.co/JQkstmHw4e',Nuetral
2019-04-19 14:38:21,"b""RT @AtulAtuld: My Detailed Astrological Analysis for Upcoming Lok Sabha Elections result. This election's results are going to be a shock f\xe2\x80\xa6""",Positive
2019-04-19 14:35:52,b'RT @Saudi_Gazette: A spokeswoman for #India\xe2\x80\x99s main opposition Congress party quit on Friday and joined a group allied with Prime Minister #\xe2\x80\xa6',Positive
2019-04-19 14:35:51,b'RT @yuvadesh: You are insulting a martyr who died fighting for the country. You should be ashamed to call yourself an Indian. \nShame on Mod\xe2\x80\xa6',Negative
2019-04-19 14:35:40,"b'RT @NH_India: During his rule as the Chief Minister from 2002 to 2014, #NarendraModi established himself as a master of razzmatazz events,\xe2\x80\xa6'",Nuetral
2019-04-19 14:35:27,b'RT @Saudi_Gazette: A spokeswoman for #India\xe2\x80\x99s main opposition Congress party quit on Friday and joined a group allied with Prime Minister #\xe2\x80\xa6',Positive
2019-04-19 14:34:25,b'Why PM Mr.#NarendraModi afraid for a #Pressconference . He is having always a predefined personal interviews. \nLol\xe2\x80\xa6 https://t.co/RHQYe4GR0u',Negative
2019-04-19 14:34:19,"b'In the middle of the ongoing #LokSabhaElections2019, Prime Minister #NarendraModi April 19 said the #NDA government\xe2\x80\xa6 https://t.co/S5A3tIt7GQ'",Nuetral
2019-04-19 14:30:44,"b'RT @NaveenknINC: #Chor #NarendraModi give a big gift to #MohammedMohsin, an another prompt Karnataka cader IAS officer in odisha.\n\nPlease a\xe2\x80\xa6'",Nuetral
2019-04-19 14:30:00,"b'During his rule as the Chief Minister from 2002 to 2014, #NarendraModi established himself as a master of razzmataz\xe2\x80\xa6 https://t.co/ZLoRfcNlv2'",Nuetral
2019-04-19 14:26:35,b'RT @Saudi_Gazette: A spokeswoman for #India\xe2\x80\x99s main opposition Congress party quit on Friday and joined a group allied with Prime Minister #\xe2\x80\xa6',Positive
2019-04-19 14:25:31,"b'Responding to the criticism unleashed by Prime Minister Narendra Modi against the LDF government in Kerala, Chief M\xe2\x80\xa6 https://t.co/GGhF42VhBl'",Nuetral
2019-04-19 14:22:39,b'RT @Dr_Uditraj: Look how Thiruvananthapuram welcomed PM @narendramodi ji ........ #EveryVoteForModi #NarendraModi @BJP4India @BJP4Delhi htt\xe2\x80\xa6',Nuetral
2019-04-19 14:18:40,"b'#TerroristPragya is on bail, she got bail becoz of her health condition. But this terrorist pragya contesting elect\xe2\x80\xa6 https://t.co/Njvu4VeIDZ'",Nuetral
2019-04-19 14:17:41,b'RT @twit_sandip: Rs 4300 crore for 2 lakh more seats for EWS quota..good move by #NarendraModi #BJP4India  https://t.co/cgJ0L2Uiea',Positive
2019-04-19 14:17:27,b'It\xe2\x80\x99s like more than acid rain to farmers  poor farmers are always unprotected by weather as well #KTR #Congress\xe2\x80\xa6 https://t.co/vn8sDs1UXG',Positive
2019-04-19 14:16:30,b'RT @NakraniKiran: My Vote My Right Only For #bjp4india and #NarendraModi https://t.co/gaXPMVEEIS',Positive
2019-04-19 14:15:00,b'A spokeswoman for #India\xe2\x80\x99s main opposition Congress party quit on Friday and joined a group allied with Prime Minis\xe2\x80\xa6 https://t.co/kUl4NvHb4W',Positive
2019-04-19 14:14:52,b'RT @bsindia: #GST is now functioning on the suggestions citizens of India have provided. We no longer have to wait for annual #budget for i\xe2\x80\xa6',Nuetral
2019-04-19 14:12:16,b'How Modi Govt has quietly and efficiently changed the security situation in India.\n\n#PhirEkBaarModiSarkar #BJP\xe2\x80\xa6 https://t.co/BFO7UJ3PZ4',Nuetral
2019-04-19 14:11:32,b'RT @_sabanaqvi: In my mind #pragya will be face of #2019LokSabhaElections. Not #NarendraModi.',Nuetral
2019-04-19 14:06:53,"b""The #SaudiArabian government has issued a formal order, notifying increase in #India's #Haj quota to 2 lakh from 1.\xe2\x80\xa6 https://t.co/7keajdR2sE""",Nuetral
2019-04-19 14:03:42,b'Who will win #IndiasElection? #NarendraModi #RahulGandhi',Positive
2019-04-19 14:00:56,b'Really shut up!!!!#NarendraModi https://t.co/zX4IlSrbxI',Positive
2019-04-19 13:55:51,b'Vote\n for \nBorder security\n\n#bjp #kanchankool #loksabhabaramati #loksabha2019 #narendramodi #devendrafadnavis\xe2\x80\xa6 https://t.co/M9keJIq2Wl',Nuetral
2019-04-19 13:55:25,"b""My uncle in India (unlike a lot of my other relatives back home) completely understands what's at stake in the ongo\xe2\x80\xa6 https://t.co/Uk6Id7cEkW""",Negative
2019-04-19 13:51:20,"b'RT @Outlookindia: Claiming that @BJP4India government led by PM Modi has been able to isolate Pakistan in the international community, @Raj\xe2\x80\xa6'",Positive
2019-04-19 13:51:00,"b'RT @Outlookindia: Claiming that @BJP4India government led by PM Modi has been able to isolate Pakistan in the international community, @Raj\xe2\x80\xa6'",Positive
2019-04-19 13:50:46,"b'Ten News questions Delhi Auto Drivers : Who will be India\xe2\x80\x99s new PM, Rahul Gandhi or Narendra Modi?\n#AutoDrivers\xe2\x80\xa6 https://t.co/Fa0TraFl0m'",Positive
2019-04-19 13:46:45,b'@priyankac19 Ji I\xe2\x80\x99ve admired your view but not the party you had been with. Here your move makes many feel to back\xe2\x80\xa6 https://t.co/RK9MU49SLI',Positive
2019-04-19 13:46:05,b'Claiming that @BJP4India government led by PM Modi has been able to isolate Pakistan in the international community\xe2\x80\xa6 https://t.co/j9Fwf8M7WE',Positive
2019-04-19 13:45:45,b'Prospect for China-India ties bright: Wang\n#China #India #Beijing #NarendraModi  #XiJinping #WangYi\xe2\x80\xa6 https://t.co/LSqxcFgpjS',Positive
2019-04-19 13:45:07,b'Has #NarendraModi condemned #PragyaThakur\nfor insulting a martyr? \nModi should tell us whether he is with the marty\xe2\x80\xa6 https://t.co/LVd5VNISsK',Negative
2019-04-19 13:30:20,b'These cartoons are being loved by kids. #Pappu #pappudiwas #Congress #bjp_supporters  #NarendraModi\xe2\x80\xa6 https://t.co/2wsj9kmr9y',Positive
2019-04-19 13:29:12,"b'#NarendraModi Request to favourite PM!!!  Please save our nation from RAHU* kaal,Rahul ke naam me hi rahu hai'",Nuetral
2019-04-19 13:29:06,"b'RT @bsindia: We have scrapped 1,500 rules in 5 years (for improving ease of doing business): PM #NarendraModi tells traders'",Nuetral
2019-04-19 13:26:39,"b'RT @moneycontrolcom: #ElectionsWithMC | I have scrapped more than 1,500 laws in five years. I have tried to make your life and business eas\xe2\x80\xa6'",Positive
2019-04-19 13:26:28,b'I was sure one day that this gift will come to society and #lucknowcity is   experiencing great world class\xe2\x80\xa6 https://t.co/dKnqhpL1yU',Positive
2019-04-19 13:26:10,b'RT @RajanModi10: Decent boy team wishes to power booster Ravi Kishan for victory #election2019 #narendramodi #amitshah #yogiadityanath @rav\xe2\x80\xa6',Positive
2019-04-19 13:25:07,"b""PM Shri #narendramodi will address 'Traders Sammelan'  in New Delhi. #NaMoWithTraders \n\n#BharatModiKeSaath\xe2\x80\xa6 https://t.co/y72Br2pj5j""",Positive
2019-04-19 13:25:02,b'RT @airnewsalerts: Prime Minister #NarendraModi will address a convention of traders at Talkatora Stadium in New Delhi this evening.',Positive
2019-04-19 13:22:41,"b'RT @firstpost: Growth with high #inflation is meaningless as it hurts the poorest and the middle class, the hardest, and indeed, it is here\xe2\x80\xa6'",Negative
2019-04-19 13:20:40,"b'PM, Rahul remember sacrifice of Lord Jesus Christ on Good Friday\n#NarendraModi #Rahulgandhi #remember #sacrifice\xe2\x80\xa6 https://t.co/qmoOUKgMhj'",Positive
2019-04-19 13:17:49,"b'RT @moneycontrolcom: #ElectionsWithMC | I have scrapped more than 1,500 laws in five years. I have tried to make your life and business eas\xe2\x80\xa6'",Positive
2019-04-19 13:16:07,"b'The last 5 years, at every step you have supported me and for that, I thank you from the bottom of my heart: PM\xe2\x80\xa6 https://t.co/8JsLBEcMkN'",Nuetral
2019-04-19 13:15:54,"b'#ElectionsWithMC | I have scrapped more than 1,500 laws in five years. I have tried to make your life and business\xe2\x80\xa6 https://t.co/ASlBg0pHqk'",Positive
2019-04-19 13:14:24,b'Who among the following is the Best and #Selfless #PrimeMinister of #India ever?\n#LalbahadurShastri #IndiraGandhi\xe2\x80\xa6 https://t.co/KtCs6cN5YL',Positive
2019-04-19 13:13:27,b'S Arabia govt issues formal order on increase in India\xe2\x80\x99s Haj quota\n#SaudiArabia #Govt #issues #formal #order\xe2\x80\xa6 https://t.co/lJn7a5caXr',Nuetral
2019-04-19 13:11:26,b'RT @bsindia: #GST is now functioning on the suggestions citizens of India have provided. We no longer have to wait for annual #budget for i\xe2\x80\xa6',Nuetral
2019-04-19 13:10:29,"b'RT @samar11: Muslims account for 19% of population &amp; victims in 66% of hate crimes motivated by religious bias in UP, state reporting most\xe2\x80\xa6'",Negative
2019-04-19 13:10:14,b'#GST is now functioning on the suggestions citizens of India have provided. We no longer have to wait for annual\xe2\x80\xa6 https://t.co/BgruRMMVM2',Nuetral
2019-04-19 13:07:55,b'Donald Trump Promised to Work Like PM Modi in 2016 US Elections: Yogi Adityanath on Campaign Trail | Read full repo\xe2\x80\xa6 https://t.co/kpwP0otCgX',Positive
2019-04-19 13:07:09,"b""RT @bsindia: After #NarendraModi 's look alike, now another 'double' so to speak! \n\n@myogiadityanath 's doppelganger Suresh Thakur has file\xe2\x80\xa6""",Nuetral
2019-04-19 13:06:48,b'#ElectionsWithMC | A perception was created by the Congress-led government that the price rise in the country was b\xe2\x80\xa6 https://t.co/iOz4ujWARe',Nuetral
2019-04-19 13:06:48,b'UPA 1 - They use to run to Sonia Gandhi. President Of INC\n\nUPA 2 - They ran to Pappu Gandhi. President of INC\n\nNDA\xe2\x80\xa6 https://t.co/kTw2aAZpwU',Nuetral
2019-04-19 13:04:44,b'Governments boasted of making new rules; I had said I will remove a regulation every day if come to power: PM #NarendraModi tells #traders',Positive
2019-04-19 13:04:02,b'#ElectionsWithMC | Traders have always thought about the country. It is the power of the traders in our country tha\xe2\x80\xa6 https://t.co/EbVGnkCMt0',Nuetral
2019-04-19 13:03:51,"b'We have scrapped 1,500 rules in 5 years (for improving ease of doing business): PM #NarendraModi tells traders'",Nuetral
2019-04-19 13:03:25,b'Sometimes and at some situations this must be frustrating for many leaders of @INCIndia when they hear public speec\xe2\x80\xa6 https://t.co/bzMXujmZR1',Positive
2019-04-19 12:56:04,"b'RT @samar11: Muslims account for 19% of population &amp; victims in 66% of hate crimes motivated by religious bias in UP, state reporting most\xe2\x80\xa6'",Negative
2019-04-19 12:55:11,"b'@INCIndia @RahulGandhi Really !!\nCredibility comes with delivering, what did you deliver in last 60 years?\n\nMaybe\xe2\x80\xa6 https://t.co/9ZMvT12Q0Y'",Positive
2019-04-19 12:54:07,b'Heights of creativity #NarendraModi https://t.co/H2MwEa856M',Nuetral
2019-04-19 12:51:47,b'Indian Elections 2014 passed through many trials and tribulations.\nFor more: https://t.co/47y1Sxh08k\xe2\x80\xa6 https://t.co/3z8JX6BjeP',Positive
2019-04-19 12:50:53,b'@vdehejia @rupasubramanya @BJP4India In 2014 people voted for governance but #NarendraModi ignored people wishes.',Nuetral
2019-04-19 12:49:10,"b'""Our government is making an effort to transform lives of farmers with reforms at every step of the farming cycle,\xe2\x80\xa6 https://t.co/WNC423rEFV'",Nuetral
2019-04-19 12:45:04,b'The story of a man committed towards transformation of a country since 2014\n.\n.\n.\n#myfirstvoteformodi\xc2\xa0#firsttimeiss\xe2\x80\xa6 https://t.co/16B8fog81s',Nuetral
2019-04-19 12:44:38,"b""#JusticeForMadhu No! I don't want myself to go through ever something close to this! This has to stop, grab the cul\xe2\x80\xa6 https://t.co/37u2Y9Mz7a""",Nuetral
2019-04-19 12:44:21,"b""@bombaywallah Pakistan army's plan to blame Indians / Hindus for terrorism has been foiled by @narendramodi\xe2\x80\xa6 https://t.co/T7MuWvbQls""",Nuetral
2019-04-19 12:43:10,b'Decent boy team wishes to power booster Ravi Kishan for victory #election2019 #narendramodi #amitshah\xe2\x80\xa6 https://t.co/jjZyi33xJe',Positive
2019-04-19 12:42:53,b'RT @sbw2191: I am banker\nSalary- 23000/-\nRoom Rent-5000/-\nFood-5000/-\nTravelling- 5000/-\nSalary Deductions- 3000/-\nBike Loan EMI- 1500/-\nBi\xe2\x80\xa6',Nuetral
2019-04-19 12:41:23,"b""RT @Hindu_Mango_Man: @_sabanaqvi Hope so.\n\nPakistan army's plan to blame Indians / Hindus for terrorism has been foiled by @narendramodi\xe2\x80\xa6""",Nuetral
2019-04-19 12:39:31,b'RT @jeegya: #Wanted #ideas for #earnings ? please visit https://t.co/2c3KE7KD4P pls follow the blog at https://t.co/2c3KE7KD4P pls follw @j\xe2\x80\xa6',Nuetral
2019-04-19 12:38:54,b'RT @airnewsalerts: Prime Minister #NarendraModi will address a convention of traders at Talkatora Stadium in New Delhi this evening.',Positive
2019-04-19 12:37:49,b'#RahulGandhi You have challenged #PM #NarendraModi  for a debate only for 15 minutes\nFirst you must direct\xe2\x80\xa6 https://t.co/c5LQeEizgS',Positive
2019-04-19 12:37:38,"b""PM Narendra Modi's decisions have ruined the nation's economy: Owaisi\n#NoteBan, #NarendraModi, #Owaisi https://t.co/5YhVYa1chd""",Nuetral
2019-04-19 12:37:14,"b""PM Narendra Modi's decisions have ruined the nation's economy: Owaisi\nhttps://t.co/5YhVYa1chd\n#NoteBan, #NarendraModi, #Owaisi""",Nuetral
2019-04-19 12:26:59,b'RT @airnewsalerts: Prime Minister #NarendraModi will address a convention of traders at Talkatora Stadium in New Delhi this evening.',Positive
2019-04-19 12:25:26,b'Handshake @AhluwaliaOffice @SSAhluwaliaMP @meharahluwalia @BJP4India #BJP #narendramodi https://t.co/fQdVR4AEJy',Nuetral
2019-04-19 12:25:21,b'RT @airnewsalerts: Prime Minister #NarendraModi remembers the sacrifices of #JesusChrist on the occasion of #GoodFriday .\n\nhttps://t.co/l9O\xe2\x80\xa6',Nuetral
2019-04-19 12:19:21,b'Who did this? \n\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82  \n\n#BharatMangeModiDobara #NarendraModi #AmitShah https://t.co/v5Od9ny99P',Nuetral
2019-04-19 12:19:02,b'Prime Minister Should Not Turn Himself Into An RSS Campaigner: Pinarayi Vijayan https://t.co/Xk3wcCeSYB\xe2\x80\xa6 https://t.co/AJ8aaIKxJs',Nuetral
2019-04-19 12:18:19,b'RT @sbw2191: I am banker\nSalary- 23000/-\nRoom Rent-5000/-\nFood-5000/-\nTravelling- 5000/-\nSalary Deductions- 3000/-\nBike Loan EMI- 1500/-\nBi\xe2\x80\xa6',Nuetral
2019-04-19 12:16:38,"b""RT @bsindia: After #NarendraModi 's look alike, now another 'double' so to speak! \n\n@myogiadityanath 's doppelganger Suresh Thakur has file\xe2\x80\xa6""",Nuetral
2019-04-19 12:12:32,b'Anything PM #NarendraModi says has a question mark which is not a good reflection: #RajBabbar\nhttps://t.co/ZFaU2G0NDl',Negative
2019-04-19 12:10:52,b'#Congress demanded that #NarendraModi apologise to the country and take action against the #BJPs Bhopal nominee\xe2\x80\xa6 https://t.co/6blfOBG1sk',Positive
2019-04-19 12:06:57,"b'""The choice is between the arrogant and the buffoon"" I told Lulu, my parrot. ""In that case select NOTA"" he said.\xe2\x80\xa6 https://t.co/nU22IgPrqy'",Nuetral
2019-04-19 12:03:21,b'If Party is seriously working for Nation then why they get violent and speak harsh against the opposing parties. I\xe2\x80\xa6 https://t.co/N5ZUUEGljh',Negative
2019-04-19 12:01:49,"b'PM Narendra Modi remembers sacrifice of Lord Jesus Christ on Good Friday\n#NarendraModi, #Jesus, #GoodFriday https://t.co/7Yn3jKGrHG'",Positive
2019-04-19 12:01:20,"b'PM Narendra Modi remembers sacrifice of Lord Jesus Christ on Good Friday\nhttps://t.co/7Yn3jKGrHG\n#NarendraModi, #Jesus, #GoodFriday'",Positive
2019-04-19 12:00:08,b'Modi is the biggest liar as PM: Sidhu. #LogicallySummaries #NarendraModi #NavjotSinghSidhu https://t.co/9zWLnmsiek',Nuetral
2019-04-19 11:58:23,b'RT @etribune: Pawan Kumar said he became confused by the symbols on the electronic #voting machine and voted for Prime Minister #NarendraMo\xe2\x80\xa6',Negative
2019-04-19 11:56:52,"b""What is the point in making her a candidate .\n#AmitShah\n#NarendraModi\n\nIPS Association condemns Sadhvi Pragya's rem\xe2\x80\xa6 https://t.co/sDO9TJ8cC7""",Nuetral
2019-04-19 11:52:50,b'Chaiwala to Chowkidar shows how conveniently Modi change his identity: TMC\n#Chaiwala #Chowkidar #TMC\xe2\x80\xa6 https://t.co/Hjut8m8zpa',Nuetral
2019-04-19 11:52:23,"b'@pmahendra08 She #priyankachaturvedi  had already decided her support for the victorious #NarendraModi , Jai hindh\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb#bjp #ShivSena'",Nuetral
2019-04-19 11:51:46,"b'RT @FactCheckIndia: At least 43 major claims made by Prime Minister #NarendraModi over five years to 2019 are not true, according to our an\xe2\x80\xa6'",Negative
2019-04-19 11:49:10,"b""Voting is not only your RIGHT but it's our DUTY.\n#DeshkaregaUngli #ZonedoutMediaworks #Elections #VadodaraElections\xe2\x80\xa6 https://t.co/z2KsNHcZII""",Positive
2019-04-19 11:46:02,b'RT @_sabanaqvi: In my mind #pragya will be face of #2019LokSabhaElections. Not #NarendraModi.',Nuetral
2019-04-19 11:45:14,"b'Video inside:\n\nWe say Chowkidar #NarendraModi is Chor, not all #Chowkidars-- #Jharkhand #Congress president Ajoy Ku\xe2\x80\xa6 https://t.co/2Mgn7vNHab'",Nuetral
2019-04-19 11:42:12,"b""After #NarendraModi 's look alike, now another 'double' so to speak! \n\n@myogiadityanath 's doppelganger Suresh Thak\xe2\x80\xa6 https://t.co/RrlncKEIc4""",Nuetral
2019-04-19 11:38:01,b'RT @yuvadesh: You are insulting a martyr who died fighting for the country. You should be ashamed to call yourself an Indian. \nShame on Mod\xe2\x80\xa6',Negative
2019-04-19 11:37:48,b'I will sure vote #PMO #NarendraModi',Positive
2019-04-19 11:24:31,b'Progress in #BJP4India . #NarendraModi . So our wish that we want to see this progress in next 5 year. https://t.co/WpEfV23A3s',Nuetral
2019-04-19 11:22:23,b'Pawan Kumar said he became confused by the symbols on the electronic #voting machine and voted for Prime Minister\xe2\x80\xa6 https://t.co/aloyEKLNvR',Negative
2019-04-19 11:21:36,b'RT @etribune: Pawan Kumar said he became confused by the symbols on the electronic #voting machine and voted for Prime Minister #NarendraMo\xe2\x80\xa6',Negative
2019-04-19 11:21:04,b'#Wanted #ideas for #earnings ? please visit https://t.co/2c3KE7KD4P pls follow the blog at https://t.co/2c3KE7KD4P\xe2\x80\xa6 https://t.co/IeX89gQiE0',Nuetral
2019-04-19 11:20:45,b'BSP chief #Mayawati calls PM #NarendraModi \xe2\x80\x98Fake\xe2\x80\x99 OBC leader\nhttps://t.co/9n86Nox9KE',Negative
2019-04-19 11:20:34,"b""RT @AtulAtuld: My Detailed Astrological Analysis for Upcoming Lok Sabha Elections result. This election's results are going to be a shock f\xe2\x80\xa6""",Positive
2019-04-19 11:15:40,"b""Mayawati shares stage with Mulayam, calls Modi a 'fake OBC'\n#Election #Politics #Election2019\xe2\x80\xa6 https://t.co/76mkFdbXyZ""",Negative
2019-04-19 11:12:57,b'RT @airnewsalerts: Prime Minister #NarendraModi will address a convention of traders at Talkatora Stadium in New Delhi this evening.',Positive
2019-04-19 11:10:51,b'RT @airnewsalerts: Prime Minister #NarendraModi will address a convention of traders at Talkatora Stadium in New Delhi this evening.',Positive
2019-04-19 11:10:49,b'History tells us that large voter turnout has witnessed a wave of anti-incumbency. But will history change its cour\xe2\x80\xa6 https://t.co/mMTAxD5Lv3',Positive
2019-04-19 11:09:33,"b'RT @Bora90Nitu: @narendramodi_in\n \n@PMOIndia\n\n Sir, \n    We humbly request you to depict ""Rong ghar(\xe0\xa7\xb0\xe0\xa6\x82\xe0\xa6\x98\xe0\xa7\xb0)"" of Assam which is India\'s first\xe2\x80\xa6'",Negative
2019-04-19 11:08:24,b'RT @airnewsalerts: Prime Minister #NarendraModi will address a convention of traders at Talkatora Stadium in New Delhi this evening.',Positive
2019-04-19 11:07:47,"b'RT @BJP4NoidaMN: PM Modi addresses Public Meeting at Thiruvananthapuram, Kerala:\xe2\x80\x98Naamdaar\xe2\x80\x99 wants to apply \xe2\x80\x98Amethi\xe2\x80\x99s model of development\xe2\x80\x99 i\xe2\x80\xa6'",Positive
2019-04-19 11:06:46,b'Prime Minister #NarendraModi will address a convention of traders at Talkatora Stadium in New Delhi this evening.',Positive
2019-04-19 11:06:46,b'Pawan Kumar said he became confused by the symbols on the electronic #voting machine and voted for Prime Minister\xe2\x80\xa6 https://t.co/nGBXUyhH6A',Negative
2019-04-19 11:06:09,b'https://t.co/1kcGpmVEUt\nMy Short film crimebase.. \n\nHop you will like\n#crime \n#crimethriller \n#shortfilm\xe2\x80\xa6 https://t.co/sSZfi22Yj3',Nuetral
2019-04-19 11:05:00,b'Prime Minister #NarendraModi will address a convention of traders at Talkatora Stadium in New Delhi this evening.',Positive
2019-04-19 11:04:33,"b'Hopefully someday, the people who desire to minister and govern India, will show and practice Love for all Human be\xe2\x80\xa6 https://t.co/bbQgiKMlnO'",Positive
2019-04-19 11:02:20,b'RT @Hitharth: After 52 hours in an entire month it came to this.\nASPIRE.PERSPIRE.INSPIRE.\n#NarendraModi #namo #sketches #pencils #charcoal\xe2\x80\xa6',Nuetral
2019-04-19 10:58:22,"b""RT @ians_india: Addressing a public meeting in #Mainpuri, #MulayamSinghYadav's bastion, after a 48-hour curb on her by #ElectionCommission\xe2\x80\xa6""",Nuetral
2019-04-19 10:56:32,"b'#Chor #NarendraModi give a big gift to #MohammedMohsin, an another prompt Karnataka cader IAS officer in odisha.\n\nP\xe2\x80\xa6 https://t.co/rRP7G1jpgS'",Nuetral
2019-04-19 10:54:53,b'Congrats to  PM @narendramodi for taking India to newer heights. India is proud to have you.  #NaMoWithTraders\xe2\x80\xa6 https://t.co/iWtZKg7b8N',Positive
2019-04-19 10:50:02,"b'PM Modi addresses Public Meeting at Thiruvananthapuram, Kerala: Chowkidar has empowered the scientists, says PM on\xe2\x80\xa6 https://t.co/DeAA30T5px'",Nuetral
2019-04-19 10:48:32,"b'@AITCofficial gundas attack @me_locket House\n\nWhat #MamataBanerjee want to prove, if same happens against\xe2\x80\xa6 https://t.co/tW5tSflOXZ'",Nuetral
2019-04-19 10:47:15,"b'Ending rivalry Mulayam, Mayawati share stage in UP\xe2\x80\x99s Mainpuri rally\n#MulayamSinghYadav #Mayawati #Mainpuri #SP\xe2\x80\xa6 https://t.co/0USbie3SC2'",Nuetral
2019-04-19 10:40:12,"b""RT @sophy00700: Today I heard NaMo bragging how he has saved homebuyers from unscrupulous builders who don't complete flats or deliver subs\xe2\x80\xa6""",Positive
2019-04-19 10:37:51,b'Save jetairways \n#PMO\n#NarendraModi https://t.co/4Dzfu1NQRl',Nuetral
2019-04-19 10:36:04,"b'The #Congress termed Prime Minister #NarendraModi\'s concern for the #Sabarimala tradition ""a bluff"", and promised t\xe2\x80\xa6 https://t.co/3KYSZPoXc3'",Nuetral
2019-04-19 10:30:26,b'RT @Dr_Uditraj: Look how Thiruvananthapuram welcomed PM @narendramodi ji ........ #EveryVoteForModi #NarendraModi @BJP4India @BJP4Delhi htt\xe2\x80\xa6',Nuetral
2019-04-19 10:30:20,b'We want #JusticeForMadhu ..\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\n\n#priyankachaturvedi \n#PriyankaQuitsCong \n#HardikPatel \n#shivsena \n#bjp\xe2\x80\xa6 https://t.co/sz7Z7QoNiy',Nuetral
2019-04-19 10:28:35,"b'RT @FortuneIndia: Since PM #NarendraModi swept to power in 2014, his govt has promised to create millions of #jobs. Five years later, econo\xe2\x80\xa6'",Nuetral
2019-04-19 10:25:46,b'RT @_sabanaqvi: In my mind #pragya will be face of #2019LokSabhaElections. Not #NarendraModi.',Nuetral
2019-04-19 10:17:30,"b""RT @AtulAtuld: My Detailed Astrological Analysis for Upcoming Lok Sabha Elections result. This election's results are going to be a shock f\xe2\x80\xa6""",Positive
2019-04-19 10:17:26,"b'From #WestBengal , #NarendraModi should learn how to #SaveDemocracy. \n\n#LokSabhaElections2019'",Nuetral
2019-04-19 10:16:25,b'RT @Dr_Uditraj: Look how Thiruvananthapuram welcomed PM @narendramodi ji ........ #EveryVoteForModi #NarendraModi @BJP4India @BJP4Delhi htt\xe2\x80\xa6',Nuetral
2019-04-19 10:15:45,b'RT @Dr_Uditraj: Look how Thiruvananthapuram welcomed PM @narendramodi ji ........ #EveryVoteForModi #NarendraModi @BJP4India @BJP4Delhi htt\xe2\x80\xa6',Nuetral
2019-04-19 10:08:44,"b'RT @akashnayak003: People, don\xe2\x80\x99t be sad India just banned TIKTOK but not Rahul Gandhi, entertainment is still ON  AND ON , his funny speech\xe2\x80\xa6'",Negative
2019-04-19 10:07:47,"b'People, don\xe2\x80\x99t be sad India just banned TIKTOK but not Rahul Gandhi, entertainment is still ON  AND ON , his funny s\xe2\x80\xa6 https://t.co/ARwDwnhKGJ'",Negative
2019-04-19 10:06:45,b'RT @_sabanaqvi: In my mind #pragya will be face of #2019LokSabhaElections. Not #NarendraModi.',Nuetral
2019-04-19 10:04:25,"b'@Ambarroy3 For this situation, govt. #NarendraModi  Shud think about the money how much #JetAirways required to run\xe2\x80\xa6 https://t.co/OtmU4vOBJi'",Positive
2019-04-19 09:57:55,b'RT @Hitharth: After 52 hours in an entire month it came to this.\nASPIRE.PERSPIRE.INSPIRE.\n#NarendraModi #namo #sketches #pencils #charcoal\xe2\x80\xa6',Nuetral
2019-04-19 09:53:39,b'RT @Dr_Uditraj: Look how Thiruvananthapuram welcomed PM @narendramodi ji ........ #EveryVoteForModi #NarendraModi @BJP4India @BJP4Delhi htt\xe2\x80\xa6',Nuetral
2019-04-19 09:53:18,b'RT @manaseit: In his massive rally at #Pune for #LokSabhaElections2019 #MNS Chief #RajThackeray slams PM #NarendraModi and the #BJP https:/\xe2\x80\xa6',Nuetral
2019-04-19 09:50:36,"b""RT @satishacharya: 'Manifesto of lies' @sifydotcom  cartoon #CongressManifesto #NarendraModi https://t.co/UJ4zmYjLWh""",Nuetral
2019-04-19 09:50:22,b'ANALYSISPM\xe2\x80\x99s approval slides but Rahul\xe2\x80\x99s not picking up\n\n#ELECTION #LokSabhaPolls2019 #NarendraModi #POLITICS\xe2\x80\xa6 https://t.co/MlXkwc4R8B',Nuetral
2019-04-19 09:48:28,b'Thus Spake...\n#ThusSpake #Quotes #FaranaShaikh #famousquotes #PopeFrancis #DonaldTrump #SergevLavrov #TeresaMay\xe2\x80\xa6 https://t.co/OxqCSFezTJ',Nuetral
2019-04-19 09:48:25,b'@EconomicTimes #NarendraModi blind till 2014 ... \xf0\x9f\x98\x86\xf0\x9f\x98\x82',Negative
2019-04-19 09:47:06,b'Making Our Cities Smarter \n#SmartCities #Dharavi #Mumbai #pollution #GDP #Urban\n#smartcitiesmission #Narendramodi\xe2\x80\xa6 https://t.co/JObihdv4x8',Nuetral
